tax.kingdom,tax.phylum,tax.class,tax.order,tax.family,tax.genus,tax.species,count
Bacteria,Acidobacteria,OS-K,OS-K_unclassified,OS-K_unclassified,OS-K_unclassified,NULL,418
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,256
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,228
Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,NULL,216
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Eudoraea,adriatica,198
Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36_unclassified,HOC36_unclassified,NULL,187
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NULL,175
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,136
Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Myxococcales_unclassified,Myxococcales_unclassified,NULL,128
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiales_unclassified,Chromatiales_unclassified,NULL,126
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,123
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NULL,112
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NULL,105
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,104
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas,NULL,100
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Actibacter,sediminis,97
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,97
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,94
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,93
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,NULL,89
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonadaceae_unclassified,NULL,89
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinilabiaceae_unclassified,NULL,88
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NULL,76
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NULL,73
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,72
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,66
Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdales_unclassified,Thiohalorhabdales_unclassified,NULL,60
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Gaetbulibacter,marinus,57
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfosarcina,NULL,56
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NULL,56
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,56
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacteriaceae_unclassified,NULL,55
Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Planctomycete,LF1,55
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,51
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NULL,51
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,NULL,51
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,51
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,51
Bacteria,Acidobacteria,RB25,RB25_unclassified,RB25_unclassified,RB25_unclassified,NULL,50
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Croceimarina,litoralis,49
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,47
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,47
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,46
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,46
Bacteria,WS3,PRR-12,GN03,KSB4,KSB4_unclassified,NULL,46
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,SB-1_unclassified,NULL,45
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,45
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,44
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Halochromatium,NULL,43
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,SB-1_unclassified,NULL,42
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas,NULL,42
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NULL,42
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Muricola,jejuensis,41
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,41
Bacteria,Acidobacteria,Sva0725,Sva0725,Sva0725_unclassified,Sva0725_unclassified,NULL,40
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NULL,39
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonadaceae_unclassified,NULL,39
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,39
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,38
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NULL,37
Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,NULL,37
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NULL,36
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,36
Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,Saprospiraceae_unclassified,NULL,35
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,35
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,SB-1_unclassified,NULL,34
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,34
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,34
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacteriaceae_unclassified,NULL,33
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas,NULL,33
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,32
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,32
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,32
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,32
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,31
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas,NULL,31
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutimonas,NULL,31
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,31
Bacteria,Acidobacteria,OS-K,OS-K_unclassified,OS-K_unclassified,OS-K_unclassified,NULL,30
Bacteria,Gemmatimonadetes,Gemm-2,Gemm-2_unclassified,Gemm-2_unclassified,Gemm-2_unclassified,NULL,29
Bacteria,Proteobacteria,Betaproteobacteria,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,Betaproteobacteria_unclassified,NULL,29
Bacteria,Acidobacteria,RB25,RB25_unclassified,RB25_unclassified,RB25_unclassified,NULL,28
Bacteria,Gemmatimonadetes,Gemm-2,Gemm-2_unclassified,Gemm-2_unclassified,Gemm-2_unclassified,NULL,28
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,27
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,27
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,27
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,26
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Cryomorphaceae,Cryomorphaceae_unclassified,NULL,26
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacteriaceae_unclassified,NULL,26
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,26
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,25
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NULL,25
Bacteria,Planctomycetes,Phycisphaerae,MSBL9,MSBL9_unclassified,MSBL9_unclassified,NULL,25
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,25
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,25
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,25
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Robiginitalea,NULL,24
Bacteria,Gemmatimonadetes,Gemm-2,Gemm-2_unclassified,Gemm-2_unclassified,Gemm-2_unclassified,NULL,24
Bacteria,Gemmatimonadetes,Gemm-2,Gemm-2_unclassified,Gemm-2_unclassified,Gemm-2_unclassified,NULL,24
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,NULL,24
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NULL,24
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,24
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,24
Bacteria,Acidobacteria,OS-K,OS-K_unclassified,OS-K_unclassified,OS-K_unclassified,NULL,23
Bacteria,Acidobacteria,OS-K,OS-K_unclassified,OS-K_unclassified,OS-K_unclassified,NULL,23
Bacteria,Acidobacteria,RB25,RB25_unclassified,RB25_unclassified,RB25_unclassified,NULL,23
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinilabiaceae_unclassified,NULL,23
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinilabiaceae_unclassified,NULL,23
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,23
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Winogradskyella,thalassocola,23
Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,Saprospiraceae_unclassified,NULL,23
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NULL,23
Bacteria,Verrucomicrobia,Verruco-5,R76-B128,R76-B128_unclassified,R76-B128_unclassified,NULL,23
Archaea,Crenarchaeota,MCG,MCG_unclassified,MCG_unclassified,MCG_unclassified,NULL,22
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,22
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinilabiaceae_unclassified,NULL,22
Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdales_unclassified,Thiohalorhabdales_unclassified,NULL,22
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,SB-1_unclassified,NULL,21
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,SB-1,SB-1_unclassified,NULL,21
Bacteria,Planctomycetes,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,Planctomycetes_unclassified,NULL,21
Bacteria,Proteobacteria,Deltaproteobacteria,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,Deltaproteobacteria_unclassified,NULL,21
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,21
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,21
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,21
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,21
Bacteria,Acidobacteria,OS-K,OS-K_unclassified,OS-K_unclassified,OS-K_unclassified,NULL,20
Bacteria,Actinobacteria,Acidimicrobiia,Acidimicrobiales,C111,C111_unclassified,NULL,20
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinilabiaceae_unclassified,NULL,20
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,NULL,20
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Olleya,NULL,20
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacteriaceae_unclassified,NULL,20
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,20
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,20
Bacteria,WS3,PRR-12,GN03,KSB4,KSB4_unclassified,NULL,20
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,VC21_Bac22,VC21_Bac22_unclassified,NULL,19
Bacteria,Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,LCP-26,NULL,19
Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,planctomycete,NULL,19
Bacteria,WS3,PRR-12,GN03,GN03_unclassified,GN03_unclassified,NULL,19
Bacteria,Acidobacteria,Acidobacteria-6,BPC015,BPC015_unclassified,BPC015_unclassified,NULL,18
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,VC21_Bac22,VC21_Bac22_unclassified,NULL,18
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,18
Bacteria,Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,LCP-26,NULL,18
Bacteria,Caldithrix,Caldithrixae,Caldithrixales,Caldithrixaceae,LCP-26,NULL,18
Bacteria,Gemmatimonadetes,Gemm-4,Gemm-4_unclassified,Gemm-4_unclassified,Gemm-4_unclassified,NULL,18
Bacteria,Planctomycetes,Phycisphaerae,MSBL9,MSBL9_unclassified,MSBL9_unclassified,NULL,18
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,18
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,18
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,18
Bacteria,Proteobacteria,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,Proteobacteria_unclassified,NULL,18
Archaea,Crenarchaeota,MCG,MCG_unclassified,MCG_unclassified,MCG_unclassified,NULL,17
Bacteria,Acidobacteria,OS-K,OS-K_unclassified,OS-K_unclassified,OS-K_unclassified,NULL,17
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,17
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,17
Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,Saprospiraceae_unclassified,NULL,17
Bacteria,Chloroflexi,Anaerolineae,GCA004,GCA004_unclassified,GCA004_unclassified,NULL,17
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,17
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,17
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatiaceae_unclassified,NULL,17
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NULL,17
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,17
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,17
Bacteria,Proteobacteria,Gammaproteobacteria,[Marinicellales],[Marinicellaceae],[Marinicellaceae]_unclassified,NULL,17
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,VC21_Bac22,VC21_Bac22_unclassified,NULL,16
Bacteria,Planctomycetes,Phycisphaerae,MSBL9,MSBL9_unclassified,MSBL9_unclassified,NULL,16
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Rhodobacteraceae_unclassified,NULL,16
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,16
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,16
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfuromonadales,Desulfuromonadaceae,Desulfuromonadaceae_unclassified,NULL,16
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,16
Bacteria,Proteobacteria,Gammaproteobacteria,HOC36,HOC36_unclassified,HOC36_unclassified,NULL,16
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,16
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,16
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,15
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,15
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,NULL,15
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,NULL,15
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,15
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Lutibacter,litoralis,15
Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,NULL,15
Bacteria,Planctomycetes,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces,NULL,15
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobacteraceae,Desulfococcus,NULL,15
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,15
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatiaceae_unclassified,NULL,15
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,15
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,15
Bacteria,Acidobacteria,OS-K,OS-K_unclassified,OS-K_unclassified,OS-K_unclassified,NULL,14
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,14
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,14
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,14
Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Ulvibacter,NULL,14
Bacteria,Bacteroidetes,[Saprospirae],[Saprospirales],Saprospiraceae,Saprospiraceae_unclassified,NULL,14
Bacteria,Chloroflexi,Anaerolineae,GCA004,GCA004_unclassified,GCA004_unclassified,NULL,14
Bacteria,Planctomycetes,Phycisphaerae,MSBL9,MSBL9_unclassified,MSBL9_unclassified,NULL,14
Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,NULL,14
Bacteria,Planctomycetes,Planctomycetia,Pirellulales,Pirellulaceae,Pirellulaceae_unclassified,NULL,14
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,HTCC2188,HTCC,NULL,14
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,14
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,14
Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatiaceae_unclassified,NULL,14
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,14
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,14
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,13
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidales_unclassified,Bacteroidales_unclassified,NULL,13
Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Marinilabiaceae,Marinilabiaceae_unclassified,NULL,13
Bacteria,Bacteroidetes,Cytophagia,Cytophagales,Flammeovirgaceae,Flammeovirgaceae_unclassified,NULL,13
Bacteria,Chlorobi,Ignavibacteria,Ignavibacteriales,Ignavibacteriaceae,Ignavibacteriaceae_unclassified,NULL,13
Bacteria,Planctomycetes,Phycisphaerae,MSBL9,MSBL9_unclassified,MSBL9_unclassified,NULL,13
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobiaceae_unclassified,NULL,13
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Octadecabacter,NULL,13
Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Rhodospirillales_unclassified,Rhodospirillales_unclassified,NULL,13
Bacteria,Proteobacteria,Deltaproteobacteria,Desulfobacterales,Desulfobulbaceae,Desulfobulbaceae_unclassified,NULL,13
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,Congregibacter,NULL,13
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,13
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,13
Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,OM60,OM60_unclassified,NULL,13
Bacteria,Proteobacteria,Gammaproteobacteria,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,Gammaproteobacteria_unclassified,NULL,13
Bacteria,Proteobacteria,Gammaproteobacteria,Thiohalorhabdales,Thiohalorhabdales_unclassified,Thiohalorhabdales_unclassified,NULL,13
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Piscirickettsiaceae_unclassified,NULL,13
Bacteria,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Thiotrichaceae_unclassified,NULL,13
Bacteria,WWE1,[Cloacamonae],[Cloacamonales],SHA-116,SHA-116_unclassified,NULL,13
Bacteria,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,Bacteria_unclassified,NULL,12
Bacteria,Bacteroidetes,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,Bacteroidetes_unclassified,NULL,12
